"TF","gene_type","importance"
"ap","NP",68.6095120019202
"Awh","NP",87.9217306886297
"bru3","NP",74.2087627874258
"CG12116","NP",93.3415354695653
"CG16779","NP",37.404301947101
"CG44422","NP",96.2461714236376
"ct","NP",102.533806456357
"Dfd","NP",46.4592525818142
"dimm","NP",52.6680240708838
"disco","NP",47.7291738735136
"Dr","NP",36.7854905291657
"Drgx","NP",37.8753874853423
"Eip93F","NP",42.8973620856944
"ey","NP",129.319245500613
"gl","NP",45.2859413759694
"hbn","NP",63.242681155062
"Hr38","NP",63.6723308317741
"kn","NP",46.16030658937
"Lim3","NP",64.8336586783732
"luna","NP",38.2141530037532
"lz","NP",68.6402607615311
"oc","NP",72.5995812912142
"Odc1","NP",38.3880206986946
"orb","NP",202.539608747834
"pan","NP",42.362253063567
"pdm3","NP",60.0364080741452
"peb","NP",56.0160153168671
"Poxn","NP",76.0594483831712
"pros","NP",48.1320068157706
"Rbp6","NP",51.5882139961112
"retn","NP",96.9423763535026
"scro","NP",90.4868422394952
"shep","NP",37.4538768659903
"srp","NP",64.4513399887225
"svp","NP",57.3191711690535
"teq","NP",80.0368818316371
"trv","NP",51.9504413411898
"Vmat","NP",48.9954861365042
"ap","NPR",64.4084756159876
"Awh","NPR",81.321875004981
"bi","NPR",73.7238613599572
"bru3","NPR",80.8120814808683
"bsh","NPR",74.0415740785769
"CG44422","NPR",137.613882486274
"cnc","NPR",77.2546701772892
"ct","NPR",111.487798712287
"dar1","NPR",61.0443586746627
"Dfd","NPR",86.0428600047707
"dve","NPR",98.6890740226397
"Eip93F","NPR",127.715559880299
"erm","NPR",148.488094904918
"foxo","NPR",106.808260316372
"fus","NPR",66.3638037156467
"grh","NPR",67.3775561025857
"grn","NPR",150.195678478812
"hbn","NPR",64.6668078132071
"Lim1","NPR",64.8701324479848
"NFAT","NPR",73.4807800203582
"orb","NPR",119.059858560956
"pan","NPR",75.5318092325743
"pdm3","NPR",75.9248383009368
"pnr","NPR",86.1349211605569
"Rbp6","NPR",80.6441368833813
"scro","NPR",66.8843553417844
"sim","NPR",59.9580313624768
"SoxN","NPR",59.7456106447957
"sqa","NPR",72.0781326557777
"srp","NPR",76.7374258395516
"Strn-Mlck","NPR",93.1188981324763
"svp","NPR",61.348661030028
"Zasp52","NPR",109.460066678253
"zfh2","NPR",57.9438772534381
