"TF","gene_type","importance"
"ap","NP",59.3170337580302
"CG10348","NP",78.7139730261032
"CG12116","NP",120.581591711869
"CG31988","NP",47.478091190091
"CG43347","NP",47.3560157584335
"Dll","NP",77.6523791694691
"Eip75B","NP",81.3013229162545
"Eip93F","NP",96.1009747874084
"fus","NP",81.7628136001012
"hbn","NP",48.4238352434935
"pdm3","NP",119.422939038489
"prd","NP",62.7737860042976
"pros","NP",60.5985691513666
"sd","NP",161.586426003215
"sim","NP",66.0360688454152
"sm","NP",55.0541314137454
"srp","NP",86.4666540212221
"sug","NP",83.3949618209845
"svp","NP",66.6527917462046
"teq","NP",65.8893424215721
"toe","NP",92.3466237016262
"Antp","NPR",74.4099216767013
"bin","NPR",60.14126242894
"bol","NPR",78.396134747626
"bru3","NPR",108.082300295439
"byn","NPR",79.1016178341765
"Cat","NPR",47.5853150165835
"Ccn","NPR",73.8804332950317
"CG12116","NPR",66.4881185919004
"CG42741","NPR",53.1622008017292
"CG44422","NPR",85.766360715128
"CG5023","NPR",50.4313957855169
"CG5953","NPR",66.0297162341379
"cnc","NPR",76.9527009412306
"ct","NPR",116.701167126389
"disco-r","NPR",96.9161431962449
"Drgx","NPR",129.002674834045
"dve","NPR",50.9713284621528
"Eip93F","NPR",52.5648420477773
"foxo","NPR",82.0231452512128
"fus","NPR",303.479628036863
"grh","NPR",61.0704204718722
"h","NPR",47.4355275652817
"H2.0","NPR",48.0987385588062
"hth","NPR",252.258553420843
"klu","NPR",59.986349160479
"org-1","NPR",184.127675648802
"otp","NPR",50.2323869915584
"pdm3","NPR",60.7468183786521
"Pdp1","NPR",51.2541479097658
"pros","NPR",57.6635423645993
"Rbp6","NPR",71.9601129820446
"scrt","NPR",50.589759532564
"sens-2","NPR",89.5527339423916
"sim","NPR",60.444606398795
"sima","NPR",64.1025155005758
"sqa","NPR",106.086152858122
"srp","NPR",58.3254886154043
"ss","NPR",104.463477172715
"Strn-Mlck","NPR",103.735826515891
"sug","NPR",64.4593909505028
"teq","NPR",54.1524749735633
"trv","NPR",73.3876982703807
"Ubx","NPR",53.0629132938668
"Vmat","NPR",83.1148429607863
"Zasp52","NPR",79.8632224268077
"zfh1","NPR",54.5743747071575
